object_id,publisher,journal,issn
item_3477342,The Rockefeller University Press,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007
item_3404347,Elsevier Masson SAS,Cortex,0010-9452
item_3406762,Annual Reviews Inc.,Annual Review of Cell and Developmental Biology,1081-0706
item_3458193,Oxford University Press,Publications of the Astronomical Society of Japan,0004-6264
item_3509381,Lippincott Williams & Wilkins,European journal of gastroenterology & hepatology : official journal of the European Association for Gastroenterology and Endoscopy,1473-5687
item_3494497,Cambridge University Press [etc.],Journal of Fluid Mechanics,0022-1120
item_3429975,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3365533,MDPI AG,Minerals,2075-163X
item_3430384,Pergamon,Neuroscience and Biobehavioral Reviews,0149-7634
item_3371864,Elsevier,NeuroImage: Clinical,2213-1582
item_3479255, Elsevier,European Journal of Medicinal Chemistry,0223-5234
item_3373687,American Chemical Society,Organic Letters,1523-7060
item_3483580,Elsevier,Nuclear Medicine and Biology,1872-9614
item_3508847,American Association for the Advancement of Science,Science translational medicine : integrating medicine and science / American Association for the Advancement of Science ,1946-6242
item_3379661,IOP Publishing,Journal of Physics: Condensed Matter,0953-8984
item_3371652,American Physical Society,Physical Review Fluids,2469-990X
item_3432390,Frontiers Research Foundation,Frontiers in Aging Neuroscience,1663-4365
item_3547186,Nature Publishing Group,Nature Methods,1548-7091
item_3387894,American Chemical Society,Organometallics,0276-7333
item_3450698,Elsevier,Acta Biomaterialia,1742-7061
item_3386809,Ovid Technologies (Wolters Kluwer) - American Heart Association,CIRCULATION RESEARCH,0009-7330
item_3380067,Academic Press,NeuroImage,1053-8119
item_3386738,Multidisciplinary Digital Publishing Institute (MDPI),Brain Sciences,2076-3425
item_3393862,American Psychological Association,Journal of Comparative Psychology,1939-2087
item_3371054,IOP Publishing,Journal of Physics: Condensed Matter,0953-8984
item_3383967,IOP Publishing,Journal of Physics D,0022-3727
item_3493967,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3378533,"""Max Planck Institute for the Study of Crime, Security and Law""",Eucrim - the European Criminal Law Associations' Forum,1862-6947
item_3430283,Frontiers Research Foundation,Frontiers in Neuroscience,1662-4548
item_3389598,The Endocrine Society,ENDOCRINOLOGY,0013-7227
item_3477383,Elsevier Inc.,Cell Host & Microbe,1931-3128
item_3376036,Springer-Verlag,Archaeological and Anthropological Sciences,1866-9557
item_3396710,Taylor & Francis,Synchrotron Radiation News,0894-0886
item_3379255,Frontiers Media,Frontiers in Cell and Developmental Biology,
item_3390343,Elsevier,Chemical Engineering Journal,1385-8947
item_3569754,Sage Publications,Social Studies of Science,0306-3127
item_3371814,Nature Research,Nature Human Behaviour,2397-3374
item_3456317,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3370853,Wiley-Liss,Human Brain Mapping,1065-9471
item_3477485,Oxford University Press [etc.],Journal of Experimental Botany,0022-0957
item_3502144,University of Chicago Press for the American Astronomical Society,Astrophysical Journal,0004-637X
item_3401720,Cambridge University Press,Applied Psycholinguistics ,0142-7164
item_3379541,Elsevier,Brain Stimulation,1935-861X
item_3388050,Frontiers Research Foundation,Frontiers in Human Neuroscience,1662-5161
item_3430034,BMC,Trials,
item_3479629,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3492960,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3480164,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3480051,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3483554,Springer-Verlag,Algorithmica,0178-4617
item_3361820,Wiley (John Wiley & Sons),Earth Surface Processes and Landforms,0197-9337
item_3377789,American Geophysical Union,Journal of Advances in Modeling Earth Systems ,1942-2466
item_3488998,Public Library of Science,PLoS One,1932-6203
item_3509393,Cell Press,Cell Metabolism,1550-4131
item_3477666,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3402736,,Geoscientific Model Development,1991-959X
item_3362945,Academic Press,NeuroImage,1053-8119
item_3373514,Harrassowitz Verlag,Central Asiatic Journal,0008-9192
item_3373614,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3388105,Elsevier,NeuroImage: Clinical,2213-1582
item_3385658,Springer Science and Business Media LLC,"Molecular Systems Biology
",1744-4292
item_3389136,MDPI AG,Laws,2075-471X
item_3386908,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3367450,Elsevier,NEUROIMAGE-CLINICAL,2213-1582
item_3450597,Springer ,Phenomenology and the Cognitive Sciences,1568-7759
item_3405234,Royal Society of Chemistry,Energy & Environmental Science,1754-5692
item_3434565,Nature Publishing Group,Nature Microbiology,2058-5276
item_3356769,Elsevier ,Journal of Archaeological Science: Reports ,2352-409X
item_3478841,Wiley,Andrology,
item_3370525,Taylor & Francis,Journal of the History of the Neurosciences,0964-704X
item_3458097,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3395086,Frontiers Media,Frontiers in Virtual Reality,
item_3372767,MDPI AG,Symmetry,2073-8994
item_3360742,University of Chicago Press,Current Anthropology,0011-3204
item_3509720,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3429864,Springer,European Journal for Philosophy of Science,1879-4912
item_3370171,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3451022,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3478905,Cambridge University Press,Journal of Social Policy,0047-2794
item_3397170,Cambridge University Press,Microscopy and Microanalysis,1431-9276
item_3483749,"""eLife Sciences Publications, Ltd.""",ELIFE,2050-084X
item_3395999,Frontiers Research Foundation,Frontiers in Psychology,1664-1078
item_3369482,Microbiology Society,Microbiology,1350-0872
item_3395305,Blackwell Science,"Plant, Cell and Environment",0140-7791
item_3379373,Institute for Research in Classical Philosophy and Science,Aestimatio: Sources and Studies in the History of Science,1549-4470
item_3401103,Nature Publishing Group,Nature Communications,2041-1723
item_3370625,Benjamins,International journal of corpus linguistics,1569-9811
item_3431433,Nature Research,Nature Reviews Physics,2522-5820
item_3373906,Pensoft,Check List: the Journal of biodiversita data,1809-127X
item_3509107,W. Junk [etc.],Molecular Biology Reports,0301-4851
item_3407685,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3519341,IOP Publishing,New Journal of Physics,1367-2630
item_3482899,American Physical Society,Physical Review B,1098-0121
item_3397749,American Physical Society,Physical Review B,1098-0121
item_3497433,MDPI,Journal of Nuclear Engineering,2673-4362
item_3394981,American Physical Society,Physical Review Letters,0031-9007
item_3401085,Royal Society of Chemistry,Energy & Environmental Science,1754-5692
item_3429461,Nature Publishing Group,Nature Nanotechnology,1748-3387
item_3399558,EDP Sciences,European Physical Journal C,1434-6044
item_3398228,American Physical Society (APS),Physical Review Research,2643-1564
item_3393924,Nature Publishing Group,Nature Chemistry,1755-4330
item_3347521,AIP Scitation,APL Materials,
item_3383159,Nature Publishing Group,Mucosal immunology : official journal of the Society for Mucosal Immunology,1933-0219
item_3399598,American Physical Society,Physical Review D,0556-2821
item_3362961,Elsevier Science,Acta Materialia,1359-6454
item_3400588,Royal Society of Chemistry,Chemical Science,2041-6520
item_3391517,American Association for the Advancement of Science,Science,0036-8075
item_3483873,American Chemical Society,The Journal of Physical Chemistry C,1932-7447
item_3400964,Company of Biologists,Development,0950-1991
item_3330933,European Geosciences Union,Hydrology and Earth System Sciences,1607-7938
item_3456876,British Ecological Society,People and Nature,2575-8314
item_3397136,Academic Press,NeuroImage,1053-8119
item_3490556,Onati International Institute for the Sociology of Law,Oñati Socio-Legal Series,2079-5971
item_3391256,Public Library of Science,PLoS One,1932-6203
item_3374218,Royal Society of Chemistry,Catalysis Science & Technology,2044-4753
item_3501760,Informa UK (Taylor & Francis),Legal Pluralism and Critical Social Analysis,0732-9113
item_3488388,BMC,Trials,
item_3458951,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3482051,Blackwell Pub.,Plant Biotechnology Journal,1467-7644
item_3509208,Nature Publishing Group,Mucosal immunology : official journal of the Society for Mucosal Immunology,1933-0219
item_3359377,Royal Society of Chemistry,Nanoscale,2040-3364
item_3456157,Nature Publishing Group,Scientific Reports,2045-2322
item_3473355,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3458956,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3324000,Wiley ,AGU Advances,2576-604X
item_3401043,Oxford University Press,Metallomics,1756-5901
item_3480574,American Physical Society (APS),Physical Review Research,2643-1564
item_3486381,Nature Publishing Group,npj Quantum Materials,2397-4648
item_3475596,American Physical Society,Physical Review Materials,2475-9953
item_3376670,Springer,Educational Psychology Review,1040-726X
item_3403053,Royal Society of Chemistry,Chemical Communications,1359-7345
item_3403613,Nature Publishing Group,npj Quantum Materials,2397-4648
item_3372448,Nature Publishing Group,Scientific Reports,2045-2322
item_3373150,American Physical Society,Physical Review B,1098-0121
item_3373673,American Physical Society,Physical Review A,1050-2947
item_3388676,Nature Pub. Group,Nature Materials,1476-1122
item_3374459,Science in China Press ; Springer,Science China Earth Sciences ,1006-9313
item_3457928,Brepols,Centaurus,0008-8994
item_3386081,American Chemical Society,ACS Macro Letters,2161-1653
item_3406104,Wiley-VCH,Chemistry – A European Journal,0947-6539
item_3386434,American Physical Society,Physical Review Letters,0031-9007
item_3366054,Wiley-Blackwell,International journal of food science & technology,0950-5423
item_3361727,Wiley (Blackwell Publishing),Conservation Letters,1755-263X
item_3481246,Elsevier Current Trends,Current Opinion in Biotechnology,0958-1669
item_3431766,John Wiley and Sons Inc,Global Change Biology,13541013
item_3264275,Wiley Periodicals LLC on behalf of American Association for the Study of Liver Diseases,Hepatology Communications,
item_3480712,Academic Press,NeuroImage,1053-8119
item_3502134,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3484095,,"Horticulture Research
",
item_3397869,Nature Publishing Group,Nature,0028-0836
item_3394930,Chemistry Central ,Heritage Science ,2050-7445
item_3381067,Springer International,Bulletin of Volcanology,0258-8900
item_3405291,BioMed Central,BMC Bioinformatics,1471-2105
item_3476262,American Physical Society,Physical Review Fluids,2469-990X
item_3397160,Nature Publishing Group,Nature Climate Change,1758-678x
item_3388768,Elsevier,Applied Catalysis B: Environmental,0926-3373
item_3477366,Elsevier B.V.,Applied Surface Science,0169-4332
item_3401434,American Chemical Society ,ACS Applied Polymer Materials ,2637-6105
item_3362314,No longer published by Elsevier,"Magnetic Resonance Materials in Physics, Biology and Medicine",0968-5243
item_3400999,MIT Press,Artificial Life,1064-5462
item_3478867,Springer,Journal of Neurology,0340-5354
item_3552800,Max Planck Institute for Demographic Research,Demographic Research,1435-9871
item_3386003,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3404151,SAGE Publications,First Language ,0142-7237
item_3369236,Cambridge University Press / UK,Bilingualism: Language and Cognition,1366-7289
item_3486649,Taylor & Francis,Journal of Occupational and Environmental Hygiene ,1545-9624
item_3514185,,Shuzi renwen yanjiu,2096-9155
item_3492264,K̜azak̜stan arheologijasy ,K̜azak̜stan arheologijasy ,
item_3565410,Cornell University,Journal of Privacy and Confidentiality,2575-8527 
item_3549083,Society for Neuroscience,eNeuro,2373-2822
item_3532281,MDPI,Molbank,1422-8599
item_3574631,IOP Publishing,Journal of Physics: Photonics,2515-7647
item_3513438,Kluwer Academic Publishers,International Journal of Computer Vision,0920-5691
item_3568856,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3564165,Springer Nature,Biomolecular NMR Assignments,1874-2718
item_3523942,Copernicus GmbH,Earth System Science Data,1866-3508
item_3522186,Nature Publishing Group,Nature Communications,2041-1723
item_3506010,Wiley,Chemistry Methods ,
item_3524006,Copernicus Ges.,Climate of the Past,1814-9332
item_3548852,Adenine Press,Journal of Biomolecular Structure and Dynamics,0739-1102
item_3515253,American Society of Limnology and Oceanography,Limnology and Oceanography: Methods,1541-5856
item_3501157,Nature Publishing Group,Nature Communications,2041-1723
item_3564189,Cell Press,Current Biology,0960-9822
item_3524009,Nature Publishing Group,Scientific Data,2052-4463
item_3524527,Royal Society of Chemistry,Chemical Science,2041-6520
item_3485191,American Psychological Association (PsycARTICLES),Journal of Experimental Psychology: General,0096-3445
item_3557288,Elsevier	 ,Ecological Informatics ,1878-0512
item_3510192,Public Library of Science,PLOS Biology,1545-7885
item_3520266,Public Library of Science,PLoS Biology,1544-9173
item_3505194,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3522657,Wiley-VCH,Advanced Materials,0935-9648
item_3514000,Nature Publishing Group,Nature Communications,2041-1723
item_3550265,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3549326,"European Geosciences Union, Copernicus ",Atmospheric Measurement Techniques,1867-1381
item_3547254,Nature Publishing Group,Nature Nanotechnology,1748-3387
item_3556898,Wiley-Liss,Magnetic Resonance in Medicine,0740-3194
item_3550179,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3549557,EDP Sciences,European Physical Journal C - Particles and Fields,1434-6044
item_3502815,Nature Publishing Group,Nature Communications,2041-1723
item_1508491,Schweizerbart Science Publishers,Fundamental and Applied Limnology,1863-9135
